"STATION","DATE","PRCP","TAVG","TMAX","TMIN","WSPD_MAX","WSPD_MEAN"
"ASN00086282","2023-03-10","0.0","18.1","25.5","12.3","14.9","7.6"
"ASN00086282","2023-03-11","0.0","19.1","26.7","12.3","24.8","8.9"
"ASN00086282","2023-03-12","0.0","15.8","21.0","15.7","22.0","13.7"
"ASN00086282","2023-03-13","0.0","18.1","24.3","10.0","13.7","8.5"
"ASN00086282","2023-03-14","0.0","21.4","31.0","14.1","23.5","10.9"
"ASN00086282","2023-03-15","0.0","20.5","28.5","13.3","13.0","6.7"
"ASN00086282","2023-03-16","0.0","21.1","29.9","16.0","30.6","17.2"
"ASN00086282","2023-03-17","0.4","19.6","26.2","14.8","20.2","8.7"
"ASN00086282","2023-03-18","0.0","22.5","38.0","11.8","47.9","23.8"
"ASN00086282","2023-03-19","0.0","16.1","18.6","16.4","19.5","14.0"
"ASN00086282","2023-03-20","0.0","14.9","19.8","14.3","24.3","18.7"
"ASN00086282","2023-03-21","0.0","16.2","20.0","10.0","13.0","6.7"
"ASN00086282","2023-03-22","1.2","18.1","24.2","12.8","16.9","7.6"
"ASN00086282","2023-03-23","2.2","18.2","23.5","13.9","13.9","7.3"
"ASN00086282","2023-03-24","2.0","15.0","18.7","14.9","22.3","13.8"
"ASN00086282","2023-03-25","0.8","14.9","20.0","11.5","20.5","12.2"
"ASN00086282","2023-03-26","0.0","15.8","19.3","9.4","12.4","7.1"
"ASN00086282","2023-03-27","0.6","15.8","17.3","12.7","18.9","9.1"
"ASN00086282","2023-03-28","6.8","17.6","23.0","14.6","17.3","8.4"
"ASN00086282","2023-03-29","2.4","13.9","18.7","13.6","23.6","17.4"
"ASN00086282","2023-03-30","1.8","15.3","19.0","11.2","24.0","18.2"
"ASN00086282","2023-03-31","0.0","12.9","21.0","11.8","22.2","16.2"
"ASN00086282","2023-04-01","2.8","12.1","15.9","8.6","24.0","15.1"
"ASN00086282","2023-04-02","0.2","12.7","19.4","6.9","19.5","6.5"
"ASN00086282","2023-04-03","0.0","15.9","25.8","7.4","22.0","8.8"
"ASN00086282","2023-04-04","0.0","18.2","27.9","9.1","20.9","11.7"
"ASN00086282","2023-04-05","0.0","15.7","18.6","12.7","14.4","8.1"
"ASN00086282","2023-04-06","0.0","18.7","24.6","11.2","25.0","13.3"
"ASN00086282","2023-04-07","5.6","15.4","18.8","14.2","24.1","17.1"
"ASN00086282","2023-04-08","3.2","12.5","17.1","12.6","30.2","24.6"
"ASN00086282","2023-04-09","0.6","11.4","15.2","9.6","29.0","23.1"
"ASN00086282","2023-04-10","0.6","11.8","15.5","8.9","23.7","19.6"
"ASN00086282","2023-04-11","0.8","14.9","19.4","10.3","14.2","9.2"
"ASN00086282","2023-04-12","3.4","14.7","19.0","11.3","38.7","21.6"
"ASN00086282","2023-04-13","2.0","15.0","22.2","12.4","16.8","8.9"
"ASN00086282","2023-04-14","0.2","18.4","25.4","9.5","19.4","11.5"
"ASN00086282","2023-04-15","0.0","14.4","19.4","12.5","36.6","21.6"
"ASN00086282","2023-04-16","33.0","11.9","17.7","11.1","28.7","15.1"
"ASN00086282","2023-04-17","1.0","16.1","19.9","7.9","13.2","9.4"
"ASN00086282","2023-04-18","0.0","17.1","23.0","12.5","22.1","15.1"
"ASN00086282","2023-04-19","1.0","11.3","17.8","12.9","22.0","12.4"
"ASN00086282","2023-04-20","0.0","14.1","17.7","5.4","11.2","8.3"
"ASN00086282","2023-04-21","0.0","15.7","17.9","8.7","10.6","6.2"
"ASN00086282","2023-04-22","0.0","16.0","20.8","11.2","13.3","5.6"
"ASN00086282","2023-04-23","0.0","13.9","19.2","13.3","15.0","8.0"
"ASN00086282","2023-04-24","0.0","18.5","25.0","7.6","19.5","12.4"
"ASN00086282","2023-04-25","0.0","17.8","25.1","13.8","19.5","13.0"
"ASN00086282","2023-04-26","0.0","18.9","24.3","11.2","24.4","17.8"
"ASN00086282","2023-04-27","0.0","18.3","21.5","14.3","40.0","30.3"
"ASN00086282","2023-04-28","0.2","12.3","21.7","14.8","30.7","16.2"
"ASN00086282","2023-04-29","4.6","8.9","16.0","6.0","11.7","8.0"
"ASN00086282","2023-04-30","0.0","10.9","16.4","3.6","13.2","7.7"
"ASN00086282","2023-05-01","0.0","14.0","17.9","5.3","8.8","5.8"
"ASN00086282","2023-05-02","0.0","15.0","20.1","9.8","20.6","12.6"
"ASN00086282","2023-05-03","2.0","10.9","15.0","9.5","38.9","25.3"
"ASN00086282","2023-05-04","3.0","12.0","15.5","7.7","13.4","8.0"
"ASN00086282","2023-05-05","0.0","12.4","17.2","8.0","27.6","17.8"
"ASN00086282","2023-05-06","11.0","7.5","12.0","8.8","17.7","11.3"
"ASN00086282","2023-05-07","3.4","8.0","12.2","4.8","26.3","17.7"
"ASN00086282","2023-05-08","2.0","11.8","14.9","6.2","24.5","19.0"
"ASN00086282","2023-05-09","0.2","11.9","16.4","8.6","25.5","16.8"
"ASN00086282","2023-05-10","0.8","10.7","14.9","9.3","15.0","10.4"
"ASN00086282","2023-05-11","0.0","12.5","18.1","4.7","21.1","11.8"
"ASN00086282","2023-05-12","0.0","12.8","18.2","7.7","17.3","10.1"
"ASN00086282","2023-05-13","0.0","10.6","16.6","6.8","9.1","5.2"
"ASN00086282","2023-05-14","0.0","14.1","20.6","5.2","20.9","13.4"
"ASN00086282","2023-05-15","0.0","14.4","21.4","9.4","22.0","17.8"
"ASN00086282","2023-05-16","2.4","8.0","13.1","9.4","23.9","14.7"
"ASN00086282","2023-05-17","1.0","8.8","19.8","2.2","14.7","9.4"
"ASN00086282","2023-05-18","0.0","9.1","13.1","4.6","12.0","8.4"
"ASN00086282","2023-05-19","0.0","10.3","15.9","4.5","15.6","11.6"
"ASN00086282","2023-05-20","1.6","11.4","14.8","6.5","22.9","13.6"
"ASN00086282","2023-05-21","1.6","10.0","14.2","9.1","27.1","20.4"
"ASN00086282","2023-05-22","0.2","10.8","16.2","6.2","17.1","11.6"
"ASN00086282","2023-05-23","0.0","10.4","16.2","5.2","15.1","12.9"
"ASN00086282","2023-05-24","0.0","12.3","16.1","6.3","37.1","23.8"
"ASN00086282","2023-05-25","0.0","9.3","14.3","9.3","41.4","25.4"
"ASN00086282","2023-05-26","2.6","10.4","13.8","5.1","21.1","16.6"
"ASN00086282","2023-05-27","0.0","11.7","15.5","7.6","23.6","16.5"
"ASN00086282","2023-05-28","9.0","11.3","16.4","9.5","23.5","16.3"
"ASN00086282","2023-05-29","2.6","13.4","16.8","7.8","23.1","15.5"
"ASN00086282","2023-05-30","0.0","15.2","18.4","10.4","21.2","15.6"
"ASN00086282","2023-05-31","0.0","14.9","17.0","12.9","31.8","24.9"
"ASN00086282","2023-06-01","1.6","8.4","14.7","10.3","26.9","13.9"
"ASN00086282","2023-06-02","0.0","10.8","13.7","2.4","15.5","8.9"
"ASN00086282","2023-06-03","4.0","11.1","16.1","5.4","16.2","9.0"
"ASN00086282","2023-06-04","0.4","12.1","18.0","8.1","12.4","7.4"
"ASN00086282","2023-06-05","0.0","14.9","18.7","7.9","24.3","18.0"
"ASN00086282","2023-06-06","0.2","14.7","16.3","13.1","38.8","28.5"
"ASN00086282","2023-06-07","0.0","15.4","17.0","12.7","38.7","33.2"
"ASN00086282","2023-06-08","8.8","12.5","15.7","12.2","33.2","20.3"
"ASN00086282","2023-06-09","1.2","9.8","14.8","6.7","26.4","18.5"
"ASN00086282","2023-06-10","0.0","11.8","15.3","6.4","23.4","18.7"
"ASN00086282","2023-06-11","0.0","12.1","15.9","9.0","19.3","15.7"
"ASN00086282","2023-06-12","0.0","10.8","14.1","9.3","32.2","21.4"
"ASN00086282","2023-06-13","0.2","10.3","14.1","9.3","34.2","24.1"
"ASN00086282","2023-06-14","0.8","10.8","14.8","8.1","20.8","16.6"
"ASN00086282","2023-06-15","0.2","12.0","15.0","7.1","24.4","19.2"
"ASN00086282","2023-06-16","0.0","11.8","17.2","9.0","34.2","24.8"
"ASN00086282","2023-06-17","0.0","10.7","15.9","7.6","38.1","29.3"
"ASN00086282","2023-06-18","4.0","10.2","14.0","5.6","32.0","19.5"
"ASN00086282","2023-06-19","8.6","6.2","10.7","6.2","29.1","17.9"
"ASN00086282","2023-06-20","0.8","7.1","12.0","2.8","16.3","10.1"
"ASN00086282","2023-06-21","0.0","6.9","9.9","2.7","17.0","12.7"
"ASN00086282","2023-06-22","0.0","9.3","13.1","5.2","35.1","19.6"
"ASN00086282","2023-06-23","0.6","8.7","10.3","7.0","29.9","16.6"
"ASN00086282","2023-06-24","0.2","9.6","14.1","6.5","33.5","21.7"
"ASN00086282","2023-06-25","3.8","10.3","13.0","6.4","35.6","26.2"
"ASN00086282","2023-06-26","0.6","9.6","15.3","7.2","34.0","22.0"
"ASN00086282","2023-06-27","0.0","10.3","13.5","4.9","25.2","17.2"
"ASN00086282","2023-06-28","0.0","7.3","12.1","7.7","22.3","13.2"
"ASN00086282","2023-06-29","1.6","10.2","12.2","3.4","25.4","18.6"
"ASN00086282","2023-06-30","0.0","11.0","15.5","7.6","22.5","17.8"
"ASN00086282","2023-07-01","0.0","10.2","13.8","7.5","21.3","15.9"
"ASN00086282","2023-07-02","0.4","9.9","12.2","7.8","12.1","8.3"
"ASN00086282","2023-07-03","0.0","11.0","14.1","6.4","18.4","11.4"
"ASN00086282","2023-07-04","0.0","10.8","12.5","7.5","16.8","10.6"
"ASN00086282","2023-07-05","2.0","10.6","14.3","8.4","18.6","10.6"
"ASN00086282","2023-07-06","0.0","10.6","14.9","8.7","27.7","23.2"
"ASN00086282","2023-07-07","0.0","11.9","14.8","7.1","31.4","18.6"
"ASN00086282","2023-07-08","0.0","11.1","14.4","9.3","44.5","29.4"
"ASN00086282","2023-07-09","0.0","12.8","17.0","8.9","24.8","19.2"
"ASN00086282","2023-07-10","0.0","12.9","15.7","10.6","24.6","18.9"
"ASN00086282","2023-07-11","0.0","12.8","16.8","11.1","22.9","13.5"
"ASN00086282","2023-07-12","0.0","11.4","16.9","8.7","18.7","13.4"
"ASN00086282","2023-07-13","0.0","12.1","15.6","7.9","28.9","22.7"
"ASN00086282","2023-07-14","0.0","10.8","14.1","10.1","44.0","32.9"
"ASN00086282","2023-07-15","0.0","8.2","13.2","8.2","27.1","14.9"
"ASN00086282","2023-07-16","0.4","8.4","14.4","2.4","11.9","8.6"
"ASN00086282","2023-07-17","0.0","10.3","16.5","3.0","29.6","14.3"
"ASN00086282","2023-07-18","0.0","8.5","13.8","6.0","31.2","21.5"
"ASN00086282","2023-07-19","0.6","8.6","14.0","4.1","24.0","10.7"
"ASN00086282","2023-07-20","0.0","8.1","12.6","5.2","55.8","31.7"
"ASN00086282","2023-07-21","0.8","8.2","14.0","4.3","16.8","12.6"
"ASN00086282","2023-07-22","0.0","10.4","14.8","4.8","12.4","9.2"
"ASN00086282","2023-07-23","0.0","8.6","11.8","5.8","16.9","10.6"
"ASN00086282","2023-07-24","2.8","11.0","13.5","4.4","14.0","9.6"
"ASN00086282","2023-07-25","0.0","8.4","15.0","8.6","8.8","6.1"
"ASN00086282","2023-07-26","0.0","9.1","15.3","3.3","17.1","10.5"
"ASN00086282","2023-07-27","0.0","13.0","15.6","3.6","30.1","21.8"
"ASN00086282","2023-07-28","2.4","12.7","17.8","9.4","33.2","21.5"
"ASN00086282","2023-07-29","0.0","12.3","17.7","8.8","20.3","15.5"
"ASN00086282","2023-07-30","0.0","12.2","17.0","6.8","30.1","16.5"
"ASN00086282","2023-07-31","1.6","12.5","15.9","7.1","24.0","15.1"
"ASN00086282","2023-08-01","0.0","9.8","14.7","8.8","16.2","10.6"
"ASN00086282","2023-08-02","0.0","11.9","16.6","3.9","25.0","14.4"
"ASN00086282","2023-08-03","0.0","15.3","19.9","7.7","40.0","27.8"
"ASN00086282","2023-08-04","0.0","11.7","17.0","11.5","42.5","27.9"
"ASN00086282","2023-08-05","0.0","9.4","13.3","4.9","18.6","11.0"
"ASN00086282","2023-08-06","0.0","9.1","13.7","6.6","10.4","7.0"
"ASN00086282","2023-08-07","0.0","8.2","13.1","5.3","12.9","5.6"
"ASN00086282","2023-08-08","0.0","8.9","15.4","1.4","11.3","4.7"
"ASN00086282","2023-08-09","0.0","13.2","18.4","4.1","36.0","24.6"
"ASN00086282","2023-08-10","1.6","10.7","14.2","8.3","34.7","18.5"
"ASN00086282","2023-08-11","0.4","11.4","15.3","6.6","19.2","13.4"
"ASN00086282","2023-08-12","0.4","9.7","15.7","9.1","15.8","10.2"
"ASN00086282","2023-08-13","4.2","7.2","13.7","4.2","11.2","7.1"
"ASN00086282","2023-08-14","0.0","6.6","12.5","1.7","14.1","8.6"
"ASN00086282","2023-08-15","0.0","6.3","13.4","1.1","10.6","7.5"
"ASN00086282","2023-08-16","0.0","10.1","15.1","0.5","19.8","12.8"
"ASN00086282","2023-08-17","0.0","9.4","12.3","5.0","29.8","23.0"
"ASN00086282","2023-08-18","4.8","9.8","13.0","7.2","28.9","20.0"
"ASN00086282","2023-08-19","0.2","14.1","17.8","6.0","25.4","17.7"
"ASN00086282","2023-08-20","0.0","13.3","18.5","10.1","19.5","13.5"
"ASN00086282","2023-08-21","0.0","13.8","16.8","8.9","31.4","21.0"
"ASN00086282","2023-08-22","0.4","8.5","13.3","11.2","26.0","16.4"
"ASN00086282","2023-08-23","9.6","11.2","17.0","4.4","15.8","11.0"
"ASN00086282","2023-08-24","0.0","12.4","17.5","5.7","21.5","14.7"
"ASN00086282","2023-08-25","0.0","13.1","20.6","9.4","24.9","16.6"
"ASN00086282","2023-08-26","0.0","10.6","14.3","9.6","11.2","7.2"
"ASN00086282","2023-08-27","0.0","11.2","16.6","6.3","11.3","6.5"
"ASN00086282","2023-08-28","0.0","13.1","18.1","7.3","10.8","5.7"
"ASN00086282","2023-08-29","0.8","14.7","16.8","9.4","37.3","21.2"
"ASN00086282","2023-08-30","5.6","9.8","16.3","12.0","34.3","19.7"
"ASN00086282","2023-08-31","0.2","11.7","15.8","4.8","23.0","15.7"
"ASN00086282","2023-09-01","0.6","8.3","14.8","7.7","17.4","13.0"
"ASN00086282","2023-09-02","0.0","9.9","18.5","1.7","16.9","9.3"
"ASN00086282","2023-09-03","0.0","14.2","19.8","2.9","25.4","17.3"
"ASN00086282","2023-09-04","0.0","12.0","22.1","8.0","39.2","25.0"
"ASN00086282","2023-09-05","1.0","9.7","15.0","4.1","27.6","15.2"
"ASN00086282","2023-09-06","0.0","14.1","19.2","5.2","32.1","22.0"
"ASN00086282","2023-09-07","0.0","12.6","20.9","10.4","37.1","31.0"
"ASN00086282","2023-09-08","5.2","8.0","11.8","7.0","45.4","32.5"
"ASN00086282","2023-09-09","0.4","10.3","14.9","4.4","25.2","17.8"
"ASN00086282","2023-09-10","0.2","10.1","14.5","7.2","17.9","10.9"
"ASN00086282","2023-09-11","0.0","12.3","17.4","5.3","13.3","5.6"
"ASN00086282","2023-09-12","0.0","15.7","23.6","8.3","15.6","11.0"
"ASN00086282","2023-09-13","0.0","16.4","25.4","8.4","11.9","6.5"
"ASN00086282","2023-09-14","0.0","18.7","23.4","7.4","33.2","20.4"
"ASN00086282","2023-09-15","0.0","16.8","25.6","13.0","36.9","16.4"
"ASN00086282","2023-09-16","0.0","18.1","24.5","9.4","25.8","16.0"
"ASN00086282","2023-09-17","0.0","17.0","25.0","11.5","21.6","9.1"
"ASN00086282","2023-09-18","0.0","16.8","20.5","11.6","22.0","8.7"
"ASN00086282","2023-09-19","0.0","22.4","27.3","12.5","27.5","19.2"
"ASN00086282","2023-09-20","0.0","10.8","18.4","12.9","23.5","18.8"
"ASN00086282","2023-09-21","0.6","9.9","15.6","5.9","20.3","13.6"
"ASN00086282","2023-09-22","0.2","9.1","15.8","3.2","11.6","7.7"
"ASN00086282","2023-09-23","0.0","11.3","20.3","2.2","14.0","5.8"
"ASN00086282","2023-09-24","0.0","17.9","23.7","5.3","21.9","13.7"
"ASN00086282","2023-09-25","0.0","14.8","23.8","12.4","31.3","19.8"
"ASN00086282","2023-09-26","0.0","12.2","19.1","9.6","15.2","8.0"
"ASN00086282","2023-09-27","0.0","12.4","18.9","7.0","23.1","12.4"
"ASN00086282","2023-09-28","0.0","13.6","22.6","7.1","11.8","6.5"
"ASN00086282","2023-09-29","0.0","21.3","28.9","5.8","18.5","11.4"
"ASN00086282","2023-09-30","0.0","22.4","29.6","15.4","28.1","24.4"
"ASN00086282","2023-10-01","0.0","12.4","21.2","16.8","43.6","22.9"
"ASN00086282","2023-10-02","0.0","22.2","27.4","2.9","36.0","19.2"
"ASN00086282","2023-10-03","1.6","12.7","18.2","10.9","36.5","19.2"
"ASN00086282","2023-10-04","18.4","9.8","12.9","9.7","25.6","18.1"
"ASN00086282","2023-10-05","4.6","11.7","16.8","6.8","27.1","20.5"
"ASN00086282","2023-10-06","11.0","10.1","15.0","6.6","22.7","16.3"
"ASN00086282","2023-10-07","0.0","9.9","14.4","4.3","16.8","11.0"
"ASN00086282","2023-10-08","0.0","12.4","17.7","3.4","15.6","7.2"
"ASN00086282","2023-10-09","0.0","12.4","16.9","9.0","17.9","7.5"
"ASN00086282","2023-10-10","0.0","11.8","17.6","10.0","10.3","7.7"
"ASN00086282","2023-10-11","0.0","20.1","26.1","5.9","34.7","18.6"
"ASN00086282","2023-10-12","1.6","11.3","16.5","13.5","40.6","22.5"
"ASN00086282","2023-10-13","5.6","13.4","17.3","8.9","24.8","18.3"
"ASN00086282","2023-10-14","0.4","13.6","19.4","10.2","29.6","18.3"
"ASN00086282","2023-10-15","0.0","12.5","17.5","9.3","20.3","11.1"
"ASN00086282","2023-10-16","4.0","10.8","15.6","8.6","36.0","25.5"
"ASN00086282","2023-10-17","1.0","11.9","18.1","5.4","14.9","8.4"
"ASN00086282","2023-10-18","0.0","17.3","24.2","6.0","19.3","10.7"
"ASN00086282","2023-10-19","0.0","20.6","26.8","10.6","17.0","12.0"
"ASN00086282","2023-10-20","0.0","23.7","28.9","14.3","20.5","14.7"
"ASN00086282","2023-10-21","0.0","15.6","23.5","19.5","32.1","21.3"
"ASN00086282","2023-10-22","0.0","12.2","17.0","10.4","32.8","24.4"
"ASN00086282","2023-10-23","0.2","15.2","18.8","9.3","22.0","13.2"
"ASN00086282","2023-10-24","0.0","14.4","25.5","10.7","43.3","26.7"
"ASN00086282","2023-10-25","0.0","8.7","15.0","5.1","26.9","16.5"
"ASN00086282","2023-10-26","2.2","11.8","15.9","5.2","31.5","21.9"
"ASN00086282","2023-10-27","0.4","13.8","20.7","7.3","16.2","8.5"
"ASN00086282","2023-10-28","0.0","14.7","23.5","6.5","35.7","22.8"
"ASN00086282","2023-10-29","0.0","15.9","24.6","6.1","20.5","8.5"
"ASN00086282","2023-10-30","0.0","14.3","24.9","9.8","33.5","15.5"
"ASN00086282","2023-10-31","0.8","12.2","18.0","7.2","29.2","18.6"
"ASN00086282","2023-11-01","0.0","12.9","15.6","8.8","20.2","14.5"
"ASN00086282","2023-11-02","0.0","13.1","17.0","10.8","19.5","12.4"
"ASN00086282","2023-11-03","0.0","12.8","16.6","11.2","20.9","15.8"
"ASN00086282","2023-11-04","0.0","13.9","19.6","9.6","25.6","16.3"
"ASN00086282","2023-11-05","0.0","17.8","24.9","7.0","15.8","8.0"
"ASN00086282","2023-11-06","0.0","24.1","29.9","10.1","35.5","18.4"
"ASN00086282","2023-11-07","0.0","23.1","31.9","15.5","34.6","21.1"
"ASN00086282","2023-11-08","3.0","18.4","32.6","16.6","31.3","16.9"
"ASN00086282","2023-11-09","2.4","17.6","23.9","13.9","16.9","7.5"
"ASN00086282","2023-11-10","0.0","27.3","33.7","11.1","31.8","14.9"
"ASN00086282","2023-11-11","0.0","14.3","21.4","19.4","40.3","23.9"
"ASN00086282","2023-11-12","0.0","14.4","21.3","9.1","26.2","16.8"
"ASN00086282","2023-11-13","0.0","14.8","21.5","9.3","16.6","11.4"
"ASN00086282","2023-11-14","0.2","14.1","17.9","11.0","14.1","9.4"
"ASN00086282","2023-11-15","0.2","14.8","19.8","11.5","17.6","10.6"
"ASN00086282","2023-11-16","0.0","13.3","18.6","10.9","25.9","18.0"
"ASN00086282","2023-11-17","0.0","14.3","17.8","9.9","20.5","15.3"
"ASN00086282","2023-11-18","0.0","15.5","21.5","11.1","14.7","9.6"
"ASN00086282","2023-11-19","0.0","17.4","25.0","9.6","19.5","8.8"
"ASN00086282","2023-11-20","0.0","16.3","20.4","13.9","17.4","11.0"
"ASN00086282","2023-11-21","0.0","15.9","21.5","14.4","18.0","12.0"
"ASN00086282","2023-11-22","0.0","16.6","20.9","13.8","22.7","15.5"
"ASN00086282","2023-11-23","0.0","20.4","25.6","14.7","17.8","12.0"
"ASN00086282","2023-11-24","0.0","20.4","28.2","15.9","27.0","15.3"
"ASN00086282","2023-11-25","13.2","19.1","26.4","16.2","26.1","17.2"
"ASN00086282","2023-11-26","9.8","15.4","20.6","14.1","18.7","15.5"
"ASN00086282","2023-11-27","2.4","14.7","18.1","12.5","17.8","14.2"
"ASN00086282","2023-11-28","0.6","18.6","24.4","12.1","13.8","7.7"
"ASN00086282","2023-11-29","2.2","16.0","18.0","13.9","29.4","21.5"
"ASN00086282","2023-11-30","4.0","15.2","17.6","13.5","27.1","22.4"
"ASN00086282","2023-12-01","2.4","17.6","22.6","13.3","21.0","15.6"
"ASN00086282","2023-12-02","6.0","14.3","15.9","14.6","23.4","18.0"
"ASN00086282","2023-12-03","16.0","17.3","22.8","12.8","18.0","14.0"
"ASN00086282","2023-12-04","0.0","22.8","32.7","11.4","21.0","12.0"
"ASN00086282","2023-12-05","0.0","18.8","29.2","11.7","20.5","8.6"
"ASN00086282","2023-12-06","0.0","16.7","23.1","13.3","15.1","9.5"
"ASN00086282","2023-12-07","0.0","22.2","27.3","11.4","25.6","6.0"
"ASN00086282","2023-12-08","0.0","23.7","33.0","14.8","48.7","30.5"
"ASN00086282","2023-12-09","2.2","14.8","16.9","15.5","22.8","14.2"
"ASN00086282","2023-12-10","9.6","17.4","19.4","13.4","18.7","14.7"
"ASN00086282","2023-12-11","0.8","17.8","19.0","15.4","16.3","12.1"
"ASN00086282","2023-12-12","1.0","26.3","32.9","16.6","13.4","9.1"
"ASN00086282","2023-12-13","3.8","23.8","33.5","19.0","31.7","19.9"
"ASN00086282","2023-12-14","1.0","18.2","25.6","14.5","21.4","15.4"
"ASN00086282","2023-12-15","0.0","16.9","24.9","11.5","26.6","10.8"
"ASN00086282","2023-12-16","0.0","16.2","22.4","9.5","22.8","14.3"
"ASN00086282","2023-12-17","0.0","18.7","25.9","9.4","17.9","6.8"
"ASN00086282","2023-12-18","0.0","20.6","28.2","13.4","23.5","12.9"
"ASN00086282","2023-12-19","1.6","14.3","19.0","14.0","29.7","17.7"
"ASN00086282","2023-12-20","1.0","16.3","19.9","11.3","29.2","21.1"
"ASN00086282","2023-12-21","0.0","18.0","26.0","11.3","25.9","14.7"
"ASN00086282","2023-12-22","0.0","16.8","23.7","10.0","23.2","12.0"
"ASN00086282","2023-12-23","0.0","17.9","24.8","9.3","20.9","10.9"
"ASN00086282","2023-12-24","0.0","17.6","25.4","12.1","26.5","13.6"
"ASN00086282","2023-12-25","22.4","17.4","19.7","15.2","22.0","13.9"
"ASN00086282","2023-12-26","18.0","18.8","23.8","15.7","17.6","10.8"
"ASN00086282","2023-12-27","6.0","19.8","25.4","14.9","23.8","13.7"
"ASN00086282","2023-12-28","0.4","16.5","21.2","16.3","19.4","13.1"
"ASN00086282","2023-12-29","0.4","16.1","20.6","11.3","20.4","13.6"
"ASN00086282","2023-12-30","0.0","15.5","19.2","11.8","24.8","19.4"
"ASN00086282","2023-12-31","0.0","16.7","20.5","11.9","20.5","14.3"
"ASN00086282","2024-01-01","0.0","19.7","25.6","12.3","21.1","9.5"
"ASN00086282","2024-01-02","0.0","20.1","28.8","14.7","17.1","7.7"
"ASN00086282","2024-01-03","26.8","20.4","27.8","16.1","16.5","10.9"
"ASN00086282","2024-01-04","0.6","18.7","23.6","16.2","20.3","15.5"
"ASN00086282","2024-01-05","0.0","21.4","28.0","15.0","14.0","9.7"
"ASN00086282","2024-01-06","0.0","26.5","32.1","15.4","21.0","10.9"
"ASN00086282","2024-01-07","0.0","19.9","25.0","21.6","33.8","21.7"
"ASN00086282","2024-01-08","34.0","17.4","20.2","18.1","21.3","12.4"
"ASN00086282","2024-01-09","10.6","20.2","24.5","14.1","14.4","9.6"
"ASN00086282","2024-01-10","0.0","20.1","29.3","15.3","23.4","11.3"
"ASN00086282","2024-01-11","0.0","18.8","24.3","16.6","19.5","10.3"
"ASN00086282","2024-01-12","0.0","24.0","34.4","14.1","23.1","11.4"
"ASN00086282","2024-01-13","0.0","16.8","21.7","15.8","22.7","15.9"
"ASN00086282","2024-01-14","0.2","18.8","22.9","14.3","26.5","16.6"
"ASN00086282","2024-01-15","0.0","23.9","29.2","14.9","8.8","5.2"
"ASN00086282","2024-01-16","0.0","25.2","31.4","19.3","34.1","24.2"
"ASN00086282","2024-01-17","12.0","16.2","23.4","17.8","26.8","16.8"
"ASN00086282","2024-01-18","9.2","16.7","21.6","11.2","33.6","23.3"
"ASN00086282","2024-01-19","0.2","16.3","20.6","12.9","18.4","13.5"
"ASN00086282","2024-01-20","0.0","21.5","27.9","12.3","32.4","16.8"
"ASN00086282","2024-01-21","0.0","16.7","20.7","13.0","24.6","18.6"
"ASN00086282","2024-01-22","0.0","15.7","20.3","14.3","23.1","17.4"
"ASN00086282","2024-01-23","0.0","26.1","31.4","10.7","22.3","11.9"
"ASN00086282","2024-01-24","0.2","20.9","31.5","16.4","37.2","18.1"
"ASN00086282","2024-01-25","0.2","17.7","22.9","16.2","15.2","5.5"
"ASN00086282","2024-01-26","4.4","16.4","23.3","14.3","28.1","17.1"
"ASN00086282","2024-01-27","0.2","18.2","24.7","9.1","28.7","14.3"
"ASN00086282","2024-01-28","0.0","20.1","25.9","12.4","13.2","8.9"
"ASN00086282","2024-01-29","0.0","21.3","30.3","13.9","25.6","11.2"
"ASN00086282","2024-01-30","0.0","18.0","25.8","17.4","22.3","11.8"
"ASN00086282","2024-01-31","0.0","17.3","22.4","11.9","23.5","15.7"
"ASN00086282","2024-02-01","0.0","19.3","26.6","11.8","21.4","15.0"
"ASN00086282","2024-02-02","0.0","16.2","22.4","13.3","22.5","16.2"
"ASN00086282","2024-02-03","0.0","22.2","34.9","10.7","19.8","5.8"
"ASN00086282","2024-02-04","0.0","27.5","38.1","12.3","30.6","15.1"
"ASN00086282","2024-02-05","0.0","15.9","19.1","18.7","20.9","13.9"
"ASN00086282","2024-02-06","0.8","15.8","21.4","10.2","24.8","17.0"
"ASN00086282","2024-02-07","0.0","17.7","22.6","9.0","22.0","13.5"
"ASN00086282","2024-02-08","0.0","19.1","23.8","12.3","19.6","11.9"
"ASN00086282","2024-02-09","0.0","17.7","21.9","16.5","21.6","13.9"
"ASN00086282","2024-02-10","0.0","21.3","27.9","14.3","19.3","9.4"
"ASN00086282","2024-02-11","0.0","24.7","33.4","14.9","35.1","17.7"
"ASN00086282","2024-02-12","0.0","26.4","37.8","16.1","29.5","15.5"
"ASN00086282","2024-02-13","0.0","21.2","39.7","18.3","35.7","24.4"
"ASN00086282","2024-02-14","1.0","14.8","20.5","11.1","22.9","17.1"
"ASN00086282","2024-02-15","0.0","16.4","22.3","9.6","20.0","10.1"
"ASN00086282","2024-02-16","0.0","17.8","24.1","11.1","19.5","10.2"
"ASN00086282","2024-02-17","0.0","19.3","25.3","12.9","17.7","9.3"
"ASN00086282","2024-02-18","0.0","19.1","24.2","15.3","19.1","10.1"
"ASN00086282","2024-02-19","0.0","18.9","23.6","16.7","18.0","12.4"
"ASN00086282","2024-02-20","0.0","24.9","33.7","16.2","20.0","9.4"
